transaction_id,customer_id,first_name,last_name,gender,home_city,home_country,transaction_city,transaction_country,login_city,login_country,timestamp,transaction_type,amount,currency,merchant,category,description,is_by_check,account_number,swift_bic,receiveraccount,receiverswift,balanceafter,avgdailybalance,legitimate,fraudreason,is_fraud,added_at
TXN000936,CUST0040,Brandon,Hobbs,Male,South Antonioport,GQ,Lake Rachel,LB,South Antonioport,JM,2023-06-09 02:31:00,Credit,4873.02,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,351193000000.0,qVvuXXio,95209789895.0,xeCdzRGy,7462.26,7296.09,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000937,CUST0007,Carla,Evans,Female,Desireeville,CL,Brianview,NL,South Joditown,LC,2023-06-09 06:36:00,Credit,4111.29,USD,Walmart,Retail,Credit Online at Walmart,1,856957000000.0,LxwNjNQU,89932707758.0,HmhossjL,2907.25,2313.4,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000938,CUST0188,John,Tran,Male,Juanville,EG,Simpsonberg,CY,Juanville,CA,2023-06-09 10:41:00,Credit,3229.11,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,370011000000.0,YLppaBgF,87629854359.0,wqGIisFO,4331.54,4152.18,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000939,CUST0011,Philip,Smith,Male,Port Kevin,DJ,North Gwendolyn,MM,Port Kevin,DM,2023-06-09 14:46:00,Credit,3631.14,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,863001000000.0,HRIdlLVI,27703185131.0,VFKxlAOi,1709.33,2505.51,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000940,CUST0006,Melissa,Lester,Female,Fieldsstad,YE,Andreafort,TR,Joshuaburgh,YE,2023-06-09 18:51:00,Debit,213.67,USD,Amazon,E-commerce,Debit Online at Amazon,0,683215000000.0,JyAWhOkI,,,10376.06,9493.24,1,,0,2025-12-04T14:55:07.833306
TXN000941,CUST0114,Sherry,Ray,Female,North Chelsea,MG,Courtneymouth,TD,North Karen,MG,2023-06-09 22:56:00,Credit,3576.02,USD,Shell,Fuel,Credit Online at Shell,0,802711000000.0,blKybLPx,51281085103.0,QjkJuSMr,16270.87,15453.31,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000942,CUST0175,Rebecca,Vega,Female,Cherylstad,KZ,Medinaview,ST,South Keithchester,SK,2023-06-10 03:01:00,Credit,2650.21,USD,Amazon,E-commerce,Credit Online at Amazon,1,134230000000.0,WZquTqiL,79726825937.0,YQpIjpGA,7156.92,7236.74,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000943,CUST0082,Lisa,Allen,Female,North Teresa,BT,Andrewberg,DO,Port Robert,BT,2023-06-10 07:06:00,Credit,2462.83,USD,Shell,Fuel,Credit Online at Shell,0,703076000000.0,gYZYelzL,96145565584.0,KdDwzhlP,15283.29,14880.92,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000944,CUST0168,Anthony,Smith,Male,Maxwelltown,ET,Rhondafurt,TD,Harriston,SI,2023-06-10 11:11:00,Debit,3266.51,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,357560000000.0,kKthILSx,,,5772.42,5411.03,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000945,CUST0115,Jennifer,Hill,Female,Ericborough,LS,Barkerfort,RU,Stephenland,GN,2023-06-10 15:16:00,Debit,662.51,USD,Chase,Banking,Debit Online at Chase,0,756953000000.0,JpSIirZd,,,15628.39,14705.66,1,,0,2025-12-04T14:55:07.833306
TXN000946,CUST0019,Patricia,Hull,Female,Pamelahaven,MM,Mendozaview,CF,Smithstad,TM,2023-06-10 19:21:00,Credit,2086.09,USD,Walmart,Retail,Credit Online at Walmart,1,994996000000.0,iarXGgSI,38689862592.0,mTjYmCbd,9603.27,10534.68,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000947,CUST0178,Sara,Shields,Female,Browntown,CR,North Kellyland,FI,Browntown,CR,2023-06-10 23:26:00,Debit,187.15,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,715903000000.0,baugmOxD,,,13899.95,13183.19,0,Transaction from blacklisted merchant,0,2025-12-04T14:55:07.833306
TXN000948,CUST0129,Ray,Hansen,Male,Gonzaleschester,BG,Port Ellenhaven,PA,Gonzaleschester,BG,2023-06-11 03:31:00,Debit,4573.45,USD,Starbucks,Food,Debit Online at Starbucks,1,607252000000.0,jYaifIpA,,,18506.23,17716.49,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000949,CUST0177,Steven,Robinson,Male,Amberport,GW,Lake Jacqueline,DE,Austinville,RS,2023-06-11 07:36:00,Debit,1413.88,USD,Walmart,Retail,Debit Online at Walmart,1,266944000000.0,fREzSisa,,,17812.73,18324.28,1,,0,2025-12-04T14:55:07.833306
TXN000950,CUST0024,Jennifer,Ford,Female,Zimmermanstad,KE,East Vincent,MZ,Zimmermanstad,AD,2023-06-11 11:42:00,Debit,54.08,USD,Starbucks,Food,Debit Online at Starbucks,1,587158000000.0,uiFaIUDC,,,18875.77,18476.68,1,,0,2025-12-04T14:55:07.833306
TXN000951,CUST0021,Matthew,Brown,Male,East Vanessaview,GW,Hillmouth,CN,East Vanessaview,NZ,2023-06-11 15:47:00,Debit,1309.13,USD,Walmart,Retail,Debit Online at Walmart,1,502899000000.0,ooZvsMAQ,,,14608.84,14252.35,1,,0,2025-12-04T14:55:07.833306
TXN000952,CUST0032,Jeffery,Stephenson,Male,North Carolyn,AO,Davisburgh,BY,North Carolyn,AO,2023-06-11 19:52:00,Credit,17.41,USD,Apple,Electronics,Credit Online at Apple,1,779340000000.0,BbxBGlZS,56470227145.0,WgZRZRiV,5437.06,5207.17,1,,0,2025-12-04T14:55:07.833306
TXN000953,CUST0054,Laura,Sanders,Female,Michellefort,CO,New John,HR,Heathershire,CO,2023-06-11 23:57:00,Credit,3743.02,USD,Shell,Fuel,Credit Online at Shell,0,720095000000.0,JmIrONZw,55276490710.0,tvoutMxt,17495.28,17409.29,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000954,CUST0143,Stephanie,Shelton,Female,West David,CR,Brendaview,KN,West David,LI,2023-06-12 04:02:00,Debit,3703.52,USD,Starbucks,Food,Debit Online at Starbucks,1,468625000000.0,UlfeZVMV,,,19354.18,20195.42,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000955,CUST0007,Joseph,House,Male,Mariaport,IN,Port Robertton,LU,Jenniferton,CI,2023-06-12 08:07:00,Debit,4960.26,USD,Hilton,Hotel,Debit Online at Hilton,1,826051000000.0,XLUNOkCu,,,1837.75,1189.24,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000956,CUST0079,David,Swanson,Male,West Larryfurt,PL,Murraychester,FJ,New David,PH,2023-06-12 12:12:00,Debit,3365.88,USD,Shell,Fuel,Debit Online at Shell,1,173391000000.0,jUJBEucM,,,10825.49,11122.79,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000957,CUST0106,Robert,Hughes,Male,Lake Kristinafort,IR,South Steven,CH,Port Tony,MR,2023-06-12 16:17:00,Credit,3698.64,USD,Apple,Electronics,Credit Online at Apple,1,967726000000.0,sVqOCFdA,68646984958.0,GCjDpLpl,6411.31,6724.67,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000958,CUST0166,Katrina,Hurley,Female,Fieldsmouth,BG,Thompsonchester,AL,Fieldsmouth,BG,2023-06-12 20:22:00,Credit,3950.96,USD,Walmart,Retail,Credit Online at Walmart,1,135124000000.0,eZDSSRye,90024371830.0,ncMpgETY,18175.73,17935.94,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000959,CUST0011,Lisa,Larson,Female,Greenhaven,DK,Jonesburgh,PG,South Miguel,SE,2023-06-13 00:27:00,Credit,4169.32,USD,Chase,Banking,Credit Online at Chase,0,369519000000.0,QskZSNid,92821759989.0,vrdKPXKq,14001.82,13370.48,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000960,CUST0193,Jennifer,Williams,Female,East Hannah,TV,East James,HN,East Hannah,TV,2023-06-13 04:32:00,Debit,1373.21,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,445778000000.0,vFZOxPgD,,,4304.19,3845.66,1,,0,2025-12-04T14:55:07.833306
TXN000961,CUST0135,Cody,Williams,Male,East Angelicashire,RW,Travisfurt,LT,North Sandra,RW,2023-06-13 08:37:00,Credit,3769.87,USD,Walmart,Retail,Credit Online at Walmart,1,547585000000.0,gtFINrhh,59604189514.0,eXbhTwyl,4785.24,5033.86,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000962,CUST0163,Nathan,Fischer,Male,Samanthaburgh,GH,East Patrick,DJ,Samanthaburgh,SR,2023-06-13 12:42:00,Debit,976.47,USD,Chase,Banking,Debit Online at Chase,0,967082000000.0,wuRTqFRs,,,14231.07,14629.51,0,Suspicious login location,0,2025-12-04T14:55:07.833306
TXN000963,CUST0171,Jeffery,Mitchell,Male,Nicholaston,TN,West Stephanie,TR,North Amanda,CF,2023-06-13 16:47:00,Debit,302.66,USD,Amazon,E-commerce,Debit Online at Amazon,0,915658000000.0,kDULpEPt,,,10758.44,10261.74,0,Suspicious login location,0,2025-12-04T14:55:07.833306
TXN000964,CUST0172,Emily,Kennedy,Female,Nathanland,JO,Ellisfurt,GE,Lauramouth,JO,2023-06-13 20:52:00,Credit,1522.98,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,1,976101000000.0,ubVKkfmP,41186297964.0,IPyxLueL,13961.01,14439.12,1,,0,2025-12-04T14:55:07.833306
TXN000965,CUST0102,Jessica,Smith,Female,Wrightburgh,CA,Christinestad,PG,Wrightburgh,CA,2023-06-14 00:57:00,Debit,4028.05,USD,Starbucks,Food,Debit Online at Starbucks,1,872718000000.0,wueAodum,,,17066.85,17247.72,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000966,CUST0169,Brad,Sampson,Male,Jonathonville,IT,Patrickberg,AE,Jonathonville,HN,2023-06-14 05:02:00,Debit,798.6,USD,Shell,Fuel,Debit Online at Shell,0,169432000000.0,iWuMdhIu,,,4741.98,4330.68,1,,0,2025-12-04T14:55:07.833306
TXN000967,CUST0078,Amy,Pace,Female,East Albert,ID,East Christopherville,BN,Jonmouth,ID,2023-06-14 09:07:00,Credit,2144.71,USD,Starbucks,Food,Credit Online at Starbucks,1,847518000000.0,vsMNvVUj,90706777945.0,HHrlqNKg,3254.6,3915.86,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000968,CUST0146,Gary,Dixon,Male,Port Davidmouth,PA,West Franciscoland,TO,Port Davidmouth,PA,2023-06-14 13:12:00,Debit,2275.13,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,0,856949000000.0,geuUqmEo,,,7058.17,6794.49,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000969,CUST0099,Gabriel,Kennedy,Male,Elijahhaven,AG,New Helenmouth,JP,Lake John,AG,2023-06-14 17:17:00,Credit,4202.12,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,444214000000.0,BYQEAWTz,11744387858.0,mJxVVVeK,13371.05,13763.0,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000970,CUST0168,Jennifer,Tucker,Female,Lake Alexanderhaven,SR,Sharonfort,TH,Stephenstown,KI,2023-06-14 21:22:00,Debit,2861.73,USD,Hilton,Hotel,Debit Online at Hilton,1,456001000000.0,ysOYMPQX,,,2476.98,3287.15,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000971,CUST0193,Stephanie,Willis,Female,Aliciaport,BA,Port Michelle,MH,Aliciaport,BE,2023-06-15 01:27:00,Credit,4497.38,USD,Starbucks,Food,Credit Online at Starbucks,1,465707000000.0,VbviPEwk,52314908481.0,RYnDaQLn,9659.08,10227.4,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000972,CUST0027,Kenneth,Lawrence,Male,Andersonshire,TL,Lake Teresa,GB,Andersonshire,TL,2023-06-15 05:32:00,Debit,993.35,USD,Amazon,E-commerce,Debit Online at Amazon,1,317611000000.0,JeYTOdng,,,17430.67,17412.79,1,,0,2025-12-04T14:55:07.833306
TXN000973,CUST0139,Jennifer,Garrett,Female,Ballardtown,CG,Codybury,LS,Richardport,CG,2023-06-15 09:37:00,Debit,1485.8,USD,Walmart,Retail,Debit Online at Walmart,0,909662000000.0,SYZFONXT,,,6759.56,5954.46,1,,0,2025-12-04T14:55:07.833306
TXN000974,CUST0089,Steven,Adams,Male,Galvanbury,UZ,Mccarthyview,FM,Galvanbury,UZ,2023-06-15 13:42:00,Credit,3862.99,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,545567000000.0,WkqbNskp,31009405352.0,OHSvrzrZ,5898.12,6890.11,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000975,CUST0174,Heather,Strickland,Female,Port Jessica,ZM,Sethstad,BF,Port Danielle,LT,2023-06-15 17:47:00,Credit,2738.16,USD,Amazon,E-commerce,Credit Online at Amazon,1,381651000000.0,SQCIdRnS,76170559507.0,LyDeIEDk,11358.91,11319.96,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000976,CUST0085,Melissa,Swanson,Female,North Bailey,BB,North Monica,MA,North Bailey,BB,2023-06-15 21:53:00,Credit,777.82,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,651204000000.0,NXLzFlrs,74912192238.0,dxiMeHye,13746.66,13638.29,0,Transaction at unusual hour,0,2025-12-04T14:55:07.833306
TXN000977,CUST0146,Bruce,Clark,Male,Lewishaven,ME,North Chloe,SV,Lewishaven,ME,2023-06-16 01:58:00,Debit,3371.21,USD,Amazon,E-commerce,Debit Online at Amazon,1,429227000000.0,ZYzrefDK,,,11439.62,11189.93,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000978,CUST0157,Peter,Hebert,Male,Jamieville,VN,West Kevinport,NO,West William,VN,2023-06-16 06:03:00,Credit,85.45,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,1,236840000000.0,qeVlkoNH,65918765858.0,rRxPpESS,17234.71,17356.74,1,,0,2025-12-04T14:55:07.833306
TXN000979,CUST0123,Jamie,Fox,Female,Feliciaburgh,SA,East Elizabeth,SB,Feliciaburgh,SA,2023-06-16 10:08:00,Credit,3898.34,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,682853000000.0,fzVUDIuI,61338327578.0,TetQIXYa,4868.19,5217.15,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000980,CUST0118,John,Vargas,Male,Lake Chase,BZ,Paigemouth,VE,East Sarahborough,BZ,2023-06-16 14:13:00,Credit,1873.68,USD,Hilton,Hotel,Credit Online at Hilton,1,898830000000.0,kYzsVPNh,38679550253.0,lvADNWHM,14167.64,14817.77,1,,0,2025-12-04T14:55:07.833306
TXN000981,CUST0040,Brianna,Lozano,Female,Dixonview,BA,Reedmouth,GW,Dixonview,BA,2023-06-16 18:18:00,Credit,462.32,USD,Chase,Banking,Credit Online at Chase,1,127859000000.0,yjSHeNeP,46369832918.0,wxhYXnjn,5008.23,4833.15,0,Unusual currency used,0,2025-12-04T14:55:07.833306
TXN000982,CUST0135,Tina,Smith,Female,South Rachel,,Allisonfurt,VE,Figueroamouth,,2023-06-16 22:23:00,Debit,3620.45,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,433697000000.0,aiySJCSV,,,19347.61,19067.47,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000983,CUST0018,Preston,Lopez,Male,Port Tony,VN,East Garyburgh,EE,Port Tony,VN,2023-06-17 02:28:00,Debit,646.11,USD,Chase,Banking,Debit Online at Chase,1,432003000000.0,CEJmrpgW,,,9292.56,10162.95,1,,0,2025-12-04T14:55:07.833306
TXN000984,CUST0051,Amber,Mitchell,Female,Brownport,AR,Walkerburgh,VC,Gloriastad,AR,2023-06-17 06:33:00,Debit,204.58,USD,Starbucks,Food,Debit Online at Starbucks,1,339158000000.0,jlhhrwzz,,,1557.24,1132.04,1,,0,2025-12-04T14:55:07.833306
TXN000985,CUST0185,Gloria,Pruitt,Female,Tiffanyfort,BN,Washingtonchester,KW,New Charles,TJ,2023-06-17 10:38:00,Debit,3699.53,USD,Shell,Fuel,Debit Online at Shell,0,670958000000.0,vlduSRNx,,,12966.57,13389.67,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000986,CUST0049,Joseph,Hubbard,Male,Christopherborough,ZM,Kristenfort,MZ,Hardyview,ZM,2023-06-17 14:43:00,Credit,728.89,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,498683000000.0,TLdHtQtz,95220932748.0,xKeVVrOm,14340.9,15262.53,0,Transaction at unusual hour,0,2025-12-04T14:55:07.833306
TXN000987,CUST0086,Alan,Hendricks,Male,Crawfordview,SL,New Ryanfurt,TL,Crawfordview,CA,2023-06-17 18:48:00,Credit,1487.39,USD,Starbucks,Food,Credit Online at Starbucks,1,354500000000.0,tHbFsVTD,43596796602.0,PVENcAwM,6684.68,6836.35,1,,0,2025-12-04T14:55:07.833306
TXN000988,CUST0132,Timothy,Garcia,Male,East Mark,PT,Turnermouth,AL,East Mark,PT,2023-06-17 22:53:00,Credit,570.22,USD,Starbucks,Food,Credit Online at Starbucks,1,835735000000.0,dwkapkGQ,40330072492.0,WgxGJXSc,3594.66,3092.65,1,,0,2025-12-04T14:55:07.833306
TXN000989,CUST0156,Daniel,Wallace,Male,West Williamfurt,HN,East Lisa,TT,West Williamfurt,GE,2023-06-18 02:58:00,Credit,3466.93,USD,Amazon,E-commerce,Credit Online at Amazon,0,569024000000.0,wHgeCJbJ,20074830219.0,ptvgJdxV,6895.63,6685.99,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000990,CUST0084,Maria,Hodges,Female,Goldenton,LS,Danafurt,BY,Ericborough,GQ,2023-06-18 07:03:00,Debit,3979.36,USD,Hilton,Hotel,Debit Online at Hilton,0,156225000000.0,GxHdlEjW,,,8480.28,8660.4,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000991,CUST0194,Micheal,Lang,Male,Parrishside,BF,Port Kevinberg,RU,Parrishside,BF,2023-06-18 11:08:00,Credit,222.61,USD,Shell,Fuel,Credit Online at Shell,1,732069000000.0,jkUnTWMZ,19834762168.0,EbhoBcIC,14510.43,13714.67,1,,0,2025-12-04T14:55:07.833306
TXN000992,CUST0040,Amanda,Cooper,Female,Vasquezburgh,AG,Ashleybury,ID,Port Tiffany,BN,2023-06-18 15:13:00,Debit,3750.84,USD,Amazon,E-commerce,Debit Online at Amazon,1,492996000000.0,XfDvFSaw,,,6638.94,5725.66,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000993,CUST0192,Michelle,Barker,Female,Danielbury,PW,Kristiefort,GT,Danielbury,KN,2023-06-18 19:18:00,Credit,3211.69,USD,Shell,Fuel,Credit Online at Shell,1,765999000000.0,POFkbWEB,52833360712.0,kqlgyxGI,10071.65,10214.02,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000994,CUST0060,Theresa,Howard,Female,East Steve,PK,Pricechester,CU,Shieldsmouth,PK,2023-06-18 23:23:00,Credit,3129.08,USD,Shell,Fuel,Credit Online at Shell,0,929801000000.0,frECxcRC,35627026039.0,ioxjfmPm,9120.09,9415.44,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000995,CUST0058,Shannon,Peters,Female,West Hollyburgh,AT,Port Annette,SO,West Hollyburgh,AT,2023-06-19 03:28:00,Credit,2258.81,USD,Shell,Fuel,Credit Online at Shell,0,146324000000.0,UifGsdkd,74137305346.0,zzjmkZdy,12679.79,13414.31,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000996,CUST0146,Kristy,Garza,Female,South Mallory,NI,Wallacetown,DM,Lake Adam,DM,2023-06-19 07:33:00,Credit,2609.0,USD,Starbucks,Food,Credit Online at Starbucks,0,461199000000.0,STWHVwKv,73011286498.0,CalRjYIU,14597.95,13805.03,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000997,CUST0198,Tanya,Campbell,Female,Baileyview,MT,New Elizabethchester,AE,Baileyview,MT,2023-06-19 11:38:00,Credit,3232.76,USD,Uber,Transport,Credit Online at Uber,0,535246000000.0,ybbVdCLu,38826873383.0,iVpmvUir,5625.57,6053.05,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000998,CUST0064,Juan,Lewis,Male,West Graceborough,LC,Derekshire,ZM,West Graceborough,CH,2023-06-19 15:43:00,Credit,3838.68,USD,Walmart,Retail,Credit Online at Walmart,1,106322000000.0,sVAcgHUG,71099084742.0,jdWjRQKj,18255.98,18813.91,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN000999,CUST0169,Martin,Smith,Male,North Justinland,CH,Danielbury,MT,North Justinland,CL,2023-06-19 19:48:00,Debit,249.08,USD,Shell,Fuel,Debit Online at Shell,1,680834000000.0,nRQzQgcy,,,4393.83,4900.28,0,Transaction at unusual hour,0,2025-12-04T14:55:07.833306
TXN001000,CUST0056,Christine,Barry,Female,East Cassandraport,LA,Alexanderbury,KN,Johnsonberg,LA,2023-06-19 23:53:00,Credit,1211.06,USD,Apple,Electronics,Credit Online at Apple,0,180959000000.0,iVWBXCIg,83667145442.0,PcWSfWeL,13430.86,12872.47,1,,0,2025-12-04T14:55:07.833306
TXN001001,CUST0052,Jordan,Smith,Male,South Jordanstad,BF,Lake Jeffreybury,NO,South Jordanstad,CU,2023-06-20 03:58:00,Debit,4102.17,USD,Apple,Electronics,Debit Online at Apple,1,566697000000.0,UYoxatfk,,,14567.37,14469.19,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001002,CUST0190,Annette,Gonzales,Female,Keithchester,KM,Alejandrofort,IE,Charleston,ZA,2023-06-20 08:04:00,Credit,4623.85,USD,Hilton,Hotel,Credit Online at Hilton,1,288362000000.0,cVSvBIBW,16522794654.0,jVIEoWbe,2546.18,2288.9,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001003,CUST0049,Chloe,Anderson,Female,Jasontown,MT,Marquezberg,CY,Jasontown,MT,2023-06-20 12:09:00,Debit,1959.36,USD,Apple,Electronics,Debit Online at Apple,1,587818000000.0,oIFfdntO,,,10492.71,11248.5,0,Transaction at unusual hour,0,2025-12-04T14:55:07.833306
TXN001004,CUST0072,Mikayla,Newton,Female,Comptonstad,QA,Bryanfort,PW,Comptonstad,CY,2023-06-20 16:14:00,Credit,72.16,USD,Shell,Fuel,Credit Online at Shell,0,111401000000.0,JjMigVCL,14324751403.0,dtsAWECH,11170.23,11494.14,0,Suspicious login location,0,2025-12-04T14:55:07.833306
TXN001005,CUST0124,Susan,Bryant,Female,West Catherine,MD,Alanmouth,RO,Zacharyland,NL,2023-06-20 20:19:00,Debit,1213.99,USD,Apple,Electronics,Debit Online at Apple,0,171576000000.0,YmHWTwAR,,,5960.18,5641.94,1,,0,2025-12-04T14:55:07.833306
TXN001006,CUST0126,Mark,Day,Male,Port Christopherfurt,NO,West Sarah,KR,Port Christopherfurt,SI,2023-06-21 00:24:00,Debit,330.69,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,0,214989000000.0,vyiBaiwR,,,4053.03,3381.65,0,Multiple failed attempts before success,0,2025-12-04T14:55:07.833306
TXN001007,CUST0149,Deborah,Velasquez,Female,Kathrynstad,FR,Johnport,DZ,Lake Todd,KH,2023-06-21 04:29:00,Credit,2938.31,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,0,739786000000.0,JPrNqVcq,30682281807.0,xLyUBrSm,18357.5,18061.94,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001008,CUST0121,Taylor,Whitaker,Female,Bartlettland,GN,Lake Kendramouth,GM,Bartlettland,EE,2023-06-21 08:34:00,Debit,2290.97,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,611298000000.0,jOiNPGIO,,,15621.77,16473.78,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001009,CUST0041,Todd,Day,Male,Lake Crystal,BI,Tiffanychester,BI,Lake Crystal,MV,2023-06-21 12:39:00,Credit,4180.41,USD,Apple,Electronics,Credit Online at Apple,0,146721000000.0,BELTWHLa,94087659170.0,aKmZsCqZ,16139.9,16629.89,1,,0,2025-12-04T14:55:07.833306
TXN001010,CUST0086,Tiffany,Black,Female,Jenniferborough,GA,North Shannonland,BR,Jenniferborough,GA,2023-06-21 16:44:00,Debit,1973.7,USD,Starbucks,Food,Debit Online at Starbucks,0,133762000000.0,voeWFSSv,,,8062.69,7559.56,0,Multiple failed attempts before success,0,2025-12-04T14:55:07.833306
TXN001011,CUST0150,Jennifer,Brown,Female,North Curtisbury,BE,Melissahaven,LY,North Curtisbury,SM,2023-06-21 20:49:00,Credit,1143.04,USD,Apple,Electronics,Credit Online at Apple,0,279519000000.0,rSRcRoQt,73091365692.0,MEuwfhXU,18568.07,18010.29,1,,0,2025-12-04T14:55:07.833306
TXN001012,CUST0081,Lauren,Ford,Female,Charlesport,MZ,Johnberg,TN,West Peggytown,MZ,2023-06-22 00:54:00,Debit,2724.71,USD,Hilton,Hotel,Debit Online at Hilton,1,193468000000.0,qOecdwAP,,,15120.85,14383.55,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001013,CUST0060,Chad,Duran,Male,East Caitlinbury,IS,Alecchester,BN,East Caitlinbury,IS,2023-06-22 04:59:00,Debit,700.8,USD,Walmart,Retail,Debit Online at Walmart,1,920042000000.0,MxuhADfA,,,6536.03,5585.04,1,,0,2025-12-04T14:55:07.833306
TXN001014,CUST0186,Todd,Williams,Male,Philipburgh,AU,Armstrongbury,LK,Philipburgh,LC,2023-06-22 09:04:00,Debit,4012.6,USD,Starbucks,Food,Debit Online at Starbucks,1,989334000000.0,UbboSPLz,,,17948.59,17005.25,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001015,CUST0194,Rachel,Turner,Female,West Marcusmouth,BA,Port Kirsten,LR,Philipborough,SG,2023-06-22 13:09:00,Debit,56.97,USD,Starbucks,Food,Debit Online at Starbucks,0,178045000000.0,ztUIwGYU,,,625.0,137.08,1,,0,2025-12-04T14:55:07.833306
TXN001016,CUST0126,Jason,Adams,Male,East Michael,ER,Port Laceyport,KN,Henrytown,IN,2023-06-22 17:14:00,Debit,2279.36,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,731573000000.0,xfyOeGBC,,,7567.51,8493.92,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001017,CUST0148,Tyler,Ford,Male,Tranhaven,NL,Lake Kim,PT,Tranhaven,NL,2023-06-22 21:19:00,Debit,2703.26,USD,Hilton,Hotel,Debit Online at Hilton,1,348462000000.0,adcAKagX,,,8708.84,9161.12,0,New country & high-value transaction,0,2025-12-04T14:55:07.833306
TXN001018,CUST0045,Johnathan,Ryan,Male,Port Kylestad,VA,Gutierrezville,NP,Port Kylestad,QA,2023-06-23 01:24:00,Credit,791.28,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,561955000000.0,GVGvRfFy,76145109155.0,yngqogMO,19668.58,20597.14,1,,0,2025-12-04T14:55:07.833306
TXN001019,CUST0168,Danny,Mccann,Male,East Leonardport,BD,Sharonshire,PK,East Leonardport,BJ,2023-06-23 05:29:00,Credit,1779.2,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,339605000000.0,BaJevkBv,48580999590.0,uxtxyUtJ,8724.5,7938.89,0,Suspicious login location,0,2025-12-04T14:55:07.833306
