TransactionID,CustomerID,FirstName,LastName,Gender,HomeCity,HomeCountry,TransactionLocationCity,TransactionLocationCountry,LoginLocationCity,LoginLocationCountry,DateTime,Type,Amount,Currency,Merchant,Category,Description,IsByCheck,AccountNumber,SWIFT_BIC,ReceiverAccount,ReceiverSWIFT,BalanceAfter,AvgDailyBalance,Legitimate,FraudReason
TXN000491,CUST0035,Jessica,Greene,Female,North Cameron,VN,West Ashley,SA,Wayneburgh,AM,3/25/2023 9:09,Credit,3425.24,USD,Apple,Electronics,Credit Online at Apple,0,1.89709E+11,LCOWUPYx,93063240440,uKhOKyMl,13348.76,13367.34,0,New country & high-value transaction
TXN000492,CUST0047,Alexander,Krause,Male,Rachelhaven,GH,Port Ryan,BN,Port Jamesburgh,GH,3/25/2023 13:14,Debit,4261.65,USD,Hilton,Hotel,Debit Online at Hilton,0,1.62E+11,ZhvgtzsI,,,13275.98,12613.78,0,New country & high-value transaction
TXN000493,CUST0073,Megan,Smith,Female,Anthonyfort,LC,South Courtney,LV,Anthonyfort,LC,3/25/2023 17:19,Credit,1925.98,USD,Apple,Electronics,Credit Online at Apple,0,2.7082E+11,myPSplXQ,60119457736,qRartRdj,14712.21,15068.97,0,Transaction at unusual hour
TXN000494,CUST0159,Edward,Vasquez,Male,Jeremyview,PH,Robinsonborough,NR,Jeremyview,EG,3/25/2023 21:24,Credit,2658.75,USD,Amazon,E-commerce,Credit Online at Amazon,1,9.4479E+11,TetQglHt,52891118238,xgYHOGre,18446.05,17883.86,0,New country & high-value transaction
TXN000495,CUST0197,Alan,Richards,Male,Moyerton,HU,North Jessica,TG,Moyerton,HU,3/26/2023 1:29,Debit,4019.43,USD,Apple,Electronics,Debit Online at Apple,0,3.88621E+11,RqtVoGIh,,,10786.54,10134.05,0,New country & high-value transaction
TXN000496,CUST0010,Jacob,Stanley,Male,Nathanburgh,SO,Kingfurt,SK,Micheleville,TM,3/26/2023 5:34,Credit,2888.62,USD,Hilton,Hotel,Credit Online at Hilton,1,4.17179E+11,jbzCZYAo,50013115347,uBJffXXs,15994.36,15272.11,0,New country & high-value transaction
TXN000497,CUST0059,George,Mullins,Male,Danieltown,MX,Johnsonberg,SB,Richardsonchester,MX,3/26/2023 9:39,Credit,3152.53,USD,Uber,Transport,Credit Online at Uber,0,3.51431E+11,UgNhonVS,95256439162,FLOPdoMK,8971.63,9239.85,0,New country & high-value transaction
TXN000498,CUST0014,Ashley,Sanchez,Female,Port Daniel,TN,East Rickyport,IQ,Port Daniel,ER,3/26/2023 13:44,Debit,429.84,USD,Walmart,Retail,Debit Online at Walmart,1,2.78197E+11,slzsYbgC,,,3371.87,3075.99,0,Suspicious login location
TXN000499,CUST0096,Austin,Powell,Male,Soniashire,PL,Lake Troy,NO,Smithberg,QA,3/26/2023 17:49,Credit,4728.27,USD,Walmart,Retail,Credit Online at Walmart,1,4.22459E+11,awfTRWDO,16525374052,sDACXRJV,3590.6,3181.13,0,New country & high-value transaction
TXN000500,CUST0184,Carl,Torres,Male,Allenmouth,KE,Karenton,CN,South Heatherview,KE,3/26/2023 21:54,Credit,2570.33,USD,Uber,Transport,Credit Online at Uber,1,6.61032E+11,MRVEGSCC,27251742467,FpvJzylM,9700.24,10398.53,0,New country & high-value transaction
TXN000501,CUST0109,Denise,Beard,Female,Aprilland,IR,East Ryan,IL,Lake Micheleshire,GQ,3/27/2023 1:59,Credit,3608.09,USD,Uber,Transport,Credit Online at Uber,1,7.67671E+11,JhIsDrfk,51569755983,xAprkFRd,15815.03,15554.79,0,New country & high-value transaction
TXN000502,CUST0117,Chelsea,Scott,Female,Lake Gloriaport,MA,West Stevenville,GW,North Toddbury,MA,3/27/2023 6:04,Debit,4174.13,USD,Apple,Electronics,Debit Online at Apple,0,6.27108E+11,XJthCzkt,,,5832.64,5206.2,0,New country & high-value transaction
TXN000503,CUST0074,Bruce,Flynn,Male,Mccannbury,SA,North Traciton,GH,Port Williamhaven,SA,3/27/2023 10:09,Credit,2507.94,USD,Starbucks,Food,Credit Online at Starbucks,1,3.57812E+11,EnwadQvn,56138356349,WmrmHdQT,9151.43,9681.36,0,New country & high-value transaction
TXN000504,CUST0138,Kyle,Roberts,Male,Christopherside,IE,Rebeccamouth,BB,New Ashleyville,IE,3/27/2023 14:14,Credit,1878.22,USD,Chase,Banking,Credit Online at Chase,0,2.05373E+11,rQZrgzrU,21547928323,OhfOVNtk,16582.14,16543.79,1,
TXN000505,CUST0008,Todd,Robinson,Male,Allenburgh,TG,Jonesburgh,PG,Clarkfort,HN,3/27/2023 18:19,Credit,717.8,USD,Hilton,Hotel,Credit Online at Hilton,0,1.11752E+11,yHIZsDLm,92816200426,kFOyJCrf,2119.39,2261.32,0,Suspicious login location
TXN000506,CUST0056,Brittney,Sullivan,Female,Christinefort,CL,Valerieburgh,TN,Danielburgh,BH,3/27/2023 22:24,Credit,2417.39,USD,Hilton,Hotel,Credit Online at Hilton,1,7.03689E+11,xHAGIjoA,63892210164,kplhqIrv,3674.93,4043.18,0,New country & high-value transaction
TXN000507,CUST0192,Ashley,Lynch,Female,Kellyland,LV,New Robert,KE,Brownville,LV,3/28/2023 2:29,Debit,1077.41,USD,Chase,Banking,Debit Online at Chase,0,1.40095E+11,cwkPeVVx,,,12486.23,12441.4,1,
TXN000508,CUST0123,Eugene,Roach,Male,New Richard,QA,Vanessaborough,SD,New Richard,ZW,3/28/2023 6:34,Debit,652.4,USD,Amazon,E-commerce,Debit Online at Amazon,0,5.54884E+11,sbkhVdSS,,,9405.6,9527.67,1,
TXN000509,CUST0083,Hannah,Freeman,Female,South Pamela,KN,North Tonychester,HU,South Pamela,KN,3/28/2023 10:39,Credit,1821.06,USD,Chase,Banking,Credit Online at Chase,1,9.65762E+11,lajHeAps,12332945693,cYadKHnG,15888.92,15630.29,1,
TXN000510,CUST0196,William,Love,Male,Copelandside,NR,Martinhaven,CI,Port Nicole,DK,3/28/2023 14:44,Debit,4564.64,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,9.55963E+11,WUQAAAtD,,,7967.09,7122.33,0,New country & high-value transaction
TXN000511,CUST0121,Michael,Anderson,Male,South Joshuahaven,LC,Daviston,JM,South Joshuahaven,LC,3/28/2023 18:49,Debit,603.96,USD,Amazon,E-commerce,Debit Online at Amazon,0,2.90627E+11,KcRuyQxw,,,6976.78,7846.67,1,
TXN000512,CUST0167,Jonathan,Roth,Male,Leeport,LA,North Patrickville,IT,Leeport,LA,3/28/2023 22:54,Credit,541.92,USD,Shell,Fuel,Credit Online at Shell,0,2.02987E+11,PgMwTSxw,95058730472,WKvEFzyY,13532.87,12542.93,0,Transaction at unusual hour
TXN000513,CUST0084,Sharon,Lopez,Female,Phillipsville,TW,Heidiside,SL,Phillipsville,TW,3/29/2023 2:59,Debit,2786.65,USD,Walmart,Retail,Debit Online at Walmart,1,5.75386E+11,eAtPsFyt,,,2447.94,2289.58,0,New country & high-value transaction
TXN000514,CUST0154,Brenda,Roberts,Female,Melissamouth,ZA,East Deborah,PS,Tiffanyport,FM,3/29/2023 7:05,Credit,2515.95,USD,Walmart,Retail,Credit Online at Walmart,1,7.28516E+11,bzZGtQOk,77788711656,DhwSspaw,5553.05,4634.62,0,New country & high-value transaction
TXN000515,CUST0060,Vanessa,Lewis,Female,West Frankfurt,CL,New Paulaberg,AT,West Frankfurt,MK,3/29/2023 11:10,Debit,1579.61,USD,Chase,Banking,Debit Online at Chase,1,1.21657E+11,IrEEjdwD,,,6540.42,6685.99,0,Suspicious login location
TXN000516,CUST0010,Jeffrey,Saunders,Male,Christopherhaven,ER,West Kathleen,QA,Christopherhaven,SD,3/29/2023 15:15,Debit,4259.46,USD,Shell,Fuel,Debit Online at Shell,0,6.59332E+11,eMFUiwWN,,,2510.5,1950.97,0,New country & high-value transaction
TXN000517,CUST0146,Jason,Cruz,Male,North Georgeview,BT,Michellebury,MZ,Coleshire,YE,3/29/2023 19:20,Credit,1467.05,USD,Uber,Transport,Credit Online at Uber,1,4.10459E+11,Evzjxgbz,25875639650,VlqttMJC,4031.58,4650.45,0,Suspicious login location
TXN000518,CUST0020,Alexis,Clark,Male,Longfurt,UA,Mariaton,TZ,Longfurt,QA,3/29/2023 23:25,Debit,3952.35,USD,Walmart,Retail,Debit Online at Walmart,1,5.85658E+11,UenCqghB,,,10310.05,10866.71,0,New country & high-value transaction
TXN000519,CUST0058,Elaine,Smith,Female,Murrayfort,ST,Baxterton,AG,Katieton,LI,3/30/2023 3:30,Debit,3466.72,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,4.50856E+11,efUVLtaC,,,15515.27,14681.39,0,New country & high-value transaction
TXN000520,CUST0065,Allison,Thompson,Female,Sophiaville,MU,Longfurt,KR,Delgadotown,EE,3/30/2023 7:35,Debit,2001.42,USD,Shell,Fuel,Debit Online at Shell,0,3.0105E+11,PXFwDKlc,,,11994.47,12806.37,0,New country & high-value transaction
TXN000521,CUST0176,Laura,Burnett,Female,Amandatown,GA,Saraburgh,IR,Amandatown,GA,3/30/2023 11:40,Debit,1693.27,USD,Uber,Transport,Debit Online at Uber,1,8.95781E+11,xAjcGSrB,,,12180.48,13060.2,0,Suspicious login location
TXN000522,CUST0044,Antonio,Wright,Male,Leblancland,PY,Christineside,ML,South Gloriaberg,WS,3/30/2023 15:45,Credit,4583.73,USD,Shell,Fuel,Credit Online at Shell,0,3.54988E+11,wKhQhFcY,96245859664,jtZkwaPT,5659.61,5859.74,0,New country & high-value transaction
TXN000523,CUST0083,Joy,Andersen,Female,Walkershire,CM,South Adamland,FJ,Walkershire,AL,3/30/2023 19:50,Debit,3753.98,USD,Shell,Fuel,Debit Online at Shell,1,6.61723E+11,xAXteMGI,,,1883.12,1055.76,0,New country & high-value transaction
TXN000524,CUST0158,Michael,Rose,Male,Jonland,EC,Davidmouth,IQ,West Jeremiah,BY,3/30/2023 23:55,Debit,4581.28,USD,Shell,Fuel,Debit Online at Shell,1,5.15696E+11,ALLngdxx,,,8108.72,8866.4,0,New country & high-value transaction
TXN000525,CUST0129,Katie,Jones,Female,Johnsonville,GQ,Robertville,TD,Paulville,GQ,3/31/2023 4:00,Debit,1128.34,USD,Walmart,Retail,Debit Online at Walmart,1,8.12097E+11,sDeTXheg,,,19762.6,19054.22,0,Transaction at unusual hour
TXN000526,CUST0035,Kevin,Guerrero,Male,Tracybury,BN,Williamfurt,ET,Tracybury,CO,3/31/2023 8:05,Credit,1217.52,USD,Walmart,Retail,Credit Online at Walmart,0,4.72415E+11,lwUEiTvH,95066016807,nrREbnIK,13649.22,13716.6,1,
TXN000527,CUST0143,Jack,Martinez,Male,Webbberg,NO,North Emilyburgh,CG,Webbberg,NO,3/31/2023 12:10,Debit,4469.3,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,8.08218E+11,OGbxSCZd,,,19312.89,18555.72,0,New country & high-value transaction
TXN000528,CUST0189,Kevin,Howard,Male,Rossstad,CM,East Rebecca,BB,Rossstad,TG,3/31/2023 16:15,Debit,993.81,USD,Starbucks,Food,Debit Online at Starbucks,0,3.24236E+11,RAiGhazt,,,5096.75,5115.74,0,Transaction at unusual hour
TXN000529,CUST0200,Kevin,Lee,Male,South Williamland,SI,West Jonathanmouth,CN,New Samanthahaven,SV,3/31/2023 20:20,Debit,349.02,USD,Hilton,Hotel,Debit Online at Hilton,0,8.65514E+11,WaJJOPAS,,,18117.65,18160.63,0,Suspicious login location
TXN000530,CUST0119,Justin,Jackson,Male,Chadhaven,SI,Millsberg,PL,Robinsonstad,SI,4/1/2023 0:25,Credit,3463.24,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,0,7.20357E+11,HQDhwjFT,53197597872,fYchJjuS,3149.76,2196.24,0,New country & high-value transaction
TXN000531,CUST0183,Heather,Stevens,Female,New Christopherview,BA,Carrieview,CI,Lake Shannonchester,NP,4/1/2023 4:30,Debit,3176.48,USD,Hilton,Hotel,Debit Online at Hilton,0,5.38398E+11,MrOyKuXj,,,16856.11,17053.81,0,New country & high-value transaction
TXN000532,CUST0034,Jenna,Erickson,Female,Rogerburgh,BT,Russellfort,PL,Rogerburgh,BT,4/1/2023 8:35,Debit,1314.69,USD,Apple,Electronics,Debit Online at Apple,1,9.47567E+11,GlWKBhsS,,,2516.77,2739.89,1,
TXN000533,CUST0127,Melissa,George,Female,Andreamouth,AL,Lake Anthonyshire,BR,Toddbury,CG,4/1/2023 12:40,Credit,506.32,USD,Starbucks,Food,Credit Online at Starbucks,1,9.49899E+11,KnUEheVa,71580462350,fJZFrSFR,11649.08,11353.01,1,
TXN000534,CUST0143,Hector,Smith,Male,Dawnshire,BT,Christopherberg,TR,West Wyatt,AG,4/1/2023 16:45,Credit,1391.08,USD,Walmart,Retail,Credit Online at Walmart,0,9.90077E+11,oLQWNxZy,77213159062,wkbBAhmk,17357.46,16525.74,1,
TXN000535,CUST0186,David,Fox,Male,South Jessica,ML,South William,TH,South Jessica,ML,4/1/2023 20:50,Debit,1413.81,USD,Chase,Banking,Debit Online at Chase,1,4.00545E+11,pDSfqlaC,,,15342.99,15399.79,1,
TXN000536,CUST0189,Dawn,Miles,Female,Shawnbury,DJ,South Alexischester,ME,Shawnbury,DJ,4/2/2023 0:55,Credit,12.8,USD,Amazon,E-commerce,Credit Online at Amazon,0,8.26733E+11,PqSXRKTK,70285167806,qNNkZeWz,12411.85,12396.15,1,
TXN000537,CUST0041,Pamela,Sullivan,Female,Ebonyfurt,ID,Rushtown,BR,Ebonyfurt,ID,4/2/2023 5:00,Credit,3892.84,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,4.3827E+11,bLdMZneF,79757407875,wvnpvwdi,14098.26,14001.6,0,New country & high-value transaction
TXN000538,CUST0085,Jeremy,Gonzalez,Male,West Matthewburgh,MW,South David,MX,South Angela,MW,4/2/2023 9:05,Debit,2650.8,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,2.0257E+11,qVkIDNrD,,,9377.9,9835.52,0,New country & high-value transaction
TXN000539,CUST0044,Scott,Thompson,Male,Lake Megan,TV,Buchananside,LU,Lake Megan,AR,4/2/2023 13:10,Debit,4064.35,USD,Walmart,Retail,Debit Online at Walmart,0,3.99307E+11,FHejejiB,,,6319.75,5448.37,0,New country & high-value transaction
TXN000540,CUST0031,Roger,King,Male,Foxport,KG,South Kimberly,PL,Foxport,KG,4/2/2023 17:16,Debit,552.44,USD,Walmart,Retail,Debit Online at Walmart,0,3.45692E+11,tmbesSKD,,,6205.86,5885.67,1,
TXN000541,CUST0007,Calvin,Glass,Male,Clarkport,JO,East Victorfort,BA,East Jeffreyfurt,JO,4/2/2023 21:21,Debit,4536.08,USD,Amazon,E-commerce,Debit Online at Amazon,0,9.90075E+11,atTGhDPM,,,15217.9,15837.31,0,New country & high-value transaction
TXN000542,CUST0007,Kari,Fletcher,Female,Port Jennifer,TD,West Kellyfurt,SG,Port Jennifer,MN,4/3/2023 1:26,Credit,3709.15,USD,Walmart,Retail,Credit Online at Walmart,0,2.71828E+11,rfeNPfpD,76823683320,CRJMWhAp,1641.46,931.88,0,New country & high-value transaction
TXN000543,CUST0193,James,Jones,Male,Barrychester,JP,Bakerview,CY,Barrychester,JP,4/3/2023 5:31,Credit,881.15,USD,Shell,Fuel,Credit Online at Shell,1,7.62978E+11,qurysPcA,24006464956,Lziinpoh,17780.02,18062.11,1,
TXN000544,CUST0100,Jason,Lee,Male,Loganville,MT,Lake Jonathan,WS,West Meganchester,AD,4/3/2023 9:36,Debit,1036.8,USD,Apple,Electronics,Debit Online at Apple,0,5.74807E+11,bVIIbASN,,,6163.94,6812.65,1,
TXN000545,CUST0039,Zachary,Jones,Male,Farleyberg,TR,Cynthiaport,CF,Farleyberg,CZ,4/3/2023 13:41,Debit,4999.73,USD,Uber,Transport,Debit Online at Uber,1,3.94542E+11,ICYklUDz,,,9971.7,9576.72,0,New country & high-value transaction
TXN000546,CUST0061,Benjamin,King,Male,West Donaldchester,BZ,Daviston,CV,Lake Gregorybury,TM,4/3/2023 17:46,Debit,1594.28,USD,Walmart,Retail,Debit Online at Walmart,0,5.54703E+11,MHLyewNc,,,5624.73,6459.77,0,Suspicious login location
TXN000547,CUST0062,David,Lane,Male,Boothmouth,LS,Crawfordmouth,TH,Boothmouth,LS,4/3/2023 21:51,Credit,4763.13,USD,Apple,Electronics,Credit Online at Apple,0,4.61607E+11,BWYCwzLj,63445932665,bYDhpeIx,15337.72,16321.09,0,New country & high-value transaction
TXN000548,CUST0020,Michael,Horton,Male,Rachelburgh,AG,Lisaborough,TL,Petersonshire,SB,4/4/2023 1:56,Debit,3125.66,USD,Shell,Fuel,Debit Online at Shell,0,7.76164E+11,RXkAqzFC,,,8076.49,7714.32,0,New country & high-value transaction
TXN000549,CUST0043,Elizabeth,Jones,Female,Michaelstad,DK,Port Kimberlyport,TW,Michaelstad,MR,4/4/2023 6:01,Credit,1194.21,USD,Uber,Transport,Credit Online at Uber,0,1.79709E+11,FdZzblRr,15337598793,qTBtGwOa,11597.6,12153.13,1,
TXN000550,CUST0016,Joyce,Harris,Female,New April,AF,West Benjamin,RO,Roberttown,AF,4/4/2023 10:06,Debit,4452.6,USD,Amazon,E-commerce,Debit Online at Amazon,1,7.40664E+11,bOjCBRPn,,,5543.6,6315.2,0,New country & high-value transaction
TXN000551,CUST0099,Laura,Lee,Female,Samanthaland,IE,East Carmen,LS,South Jasonshire,PL,4/4/2023 14:11,Debit,2844.76,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,7.73048E+11,KbTLZDXk,,,1443.3,760.97,0,New country & high-value transaction
TXN000552,CUST0092,Greg,Flores,Male,North Misty,TZ,Tylershire,RS,North Misty,TZ,4/4/2023 18:16,Debit,286.07,USD,Amazon,E-commerce,Debit Online at Amazon,0,4.01422E+11,tnnIdVCk,,,8330.78,8206.53,0,Transaction at unusual hour
TXN000553,CUST0004,Isaac,Watts,Male,Douglasside,MT,Jennyhaven,MT,Douglasside,MT,4/4/2023 22:21,Credit,178.06,USD,Amazon,E-commerce,Credit Online at Amazon,1,5.26377E+11,DvsoJiTk,21520053977,NUsUbLYC,11857.95,11491.2,1,
TXN000554,CUST0196,Michael,Mason,Male,Lake Johnborough,LK,Sarahmouth,CY,New Johnmouth,MZ,4/5/2023 2:26,Credit,1773.08,USD,Apple,Electronics,Credit Online at Apple,0,5.09041E+11,QiBFdCOI,39208233275,oQCZFGVK,10440.22,10017.6,0,Suspicious login location
TXN000555,CUST0069,Kimberly,Brooks,Female,North Jill,BG,South Barbara,JO,Joshuaport,BG,4/5/2023 6:31,Debit,3847.18,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,1,3.41603E+11,BiVLWZuM,,,10532.32,10531.02,0,New country & high-value transaction
TXN000556,CUST0130,Maria,Murillo,Female,Juanview,JP,New Rebeccamouth,TN,East Jacobberg,BI,4/5/2023 10:36,Credit,279.31,USD,Apple,Electronics,Credit Online at Apple,0,5.02173E+11,AZMOycEb,88764406838,bcxpZDaa,16236.74,16338.21,1,
TXN000557,CUST0035,Anthony,Acosta,Male,Kaitlynfort,FI,North Adrianberg,FR,Tarashire,TJ,4/5/2023 14:41,Debit,2050.74,USD,Walmart,Retail,Debit Online at Walmart,1,9.72279E+11,fKnOvMrp,,,12794.23,13488.68,0,New country & high-value transaction
TXN000558,CUST0018,Kevin,Green,Male,Charlesfort,PW,Mayport,LA,Charlesfort,PW,4/5/2023 18:46,Debit,1210.65,USD,Apple,Electronics,Debit Online at Apple,1,9.01927E+11,NaSQqDgH,,,533.97,381.06,0,Amount exceeds daily average significantly
TXN000559,CUST0138,Dana,Cox,Female,Christopherborough,SL,Mcguiremouth,DE,Christopherborough,KH,4/5/2023 22:51,Debit,134.53,USD,Amazon,E-commerce,Debit Online at Amazon,0,6.35127E+11,NnycqkED,,,10554.06,11295.61,0,Suspicious login location
TXN000560,CUST0037,Brittany,Monroe,Female,North Matthewburgh,SD,South April,ZW,Anthonyfort,SD,4/6/2023 2:56,Debit,2962.98,USD,Walmart,Retail,Debit Online at Walmart,1,5.40693E+11,BAleuZSu,,,17213.58,16963.3,0,New country & high-value transaction
TXN000561,CUST0156,Laura,Hamilton,Female,New Rachelton,JP,Bowenside,HU,Veronicaport,JP,4/6/2023 7:01,Debit,4683.65,USD,Walmart,Retail,Debit Online at Walmart,0,6.94792E+11,hCTOCrxN,,,1418.72,1348.14,0,New country & high-value transaction
TXN000562,CUST0178,Elizabeth,Greer,Female,North Michellehaven,PE,Port Dana,SL,Ashleyville,PE,4/6/2023 11:06,Debit,2212.41,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,2.67622E+11,IuAaCYfs,,,9019.08,8246.03,0,New country & high-value transaction
TXN000563,CUST0004,Melissa,Sanders,Female,Port Stacyfort,VA,East Nicole,SN,Port Stacyfort,VA,4/6/2023 15:11,Credit,765.3,USD,Walmart,Retail,Credit Online at Walmart,1,8.77789E+11,lxPIwcnC,34798857396,hmLGlmZO,11587.33,11021.53,0,Amount exceeds daily average significantly
TXN000564,CUST0169,Sharon,Rodriguez,Female,South Jacob,DZ,Allisonfurt,MK,South Jacob,DZ,4/6/2023 19:16,Debit,4580.44,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,1,4.9711E+11,LdigLVUm,,,15233.44,15791.88,0,New country & high-value transaction
TXN000565,CUST0017,Angela,Moore,Female,North Lisaborough,BD,Richardport,TH,North Lisaborough,MH,4/6/2023 23:21,Debit,1795.31,USD,Amazon,E-commerce,Debit Online at Amazon,0,3.64917E+11,jlmXepmz,,,13873.99,14678.24,0,Transaction at unusual hour
TXN000566,CUST0179,Deborah,Lynch,Female,West Andreaton,VC,Smithland,AL,North Stacey,SY,4/7/2023 3:27,Debit,1194.6,USD,Walmart,Retail,Debit Online at Walmart,0,3.87357E+11,uzxvweyH,,,9468.56,8574.21,1,
TXN000567,CUST0161,Mark,Miller,Male,Port Caitlinside,,South Taylor,WS,Port Caitlinside,,4/7/2023 7:32,Debit,3599.16,USD,Chase,Banking,Debit Online at Chase,0,4.79744E+11,atHIRToi,,,10702.37,11674.58,0,New country & high-value transaction
TXN000568,CUST0012,Jason,Alvarado,Male,North Elizabethtown,PT,Lake Angela,CZ,North Elizabethtown,PT,4/7/2023 11:37,Credit,14.98,USD,Uber,Transport,Credit Online at Uber,0,1.43724E+11,fnYSISNc,62598736734,EhJBkLZR,6020.68,5907.1,1,
TXN000569,CUST0141,Holly,Jordan,Female,North Derek,GD,South Connie,ET,North Derek,CH,4/7/2023 15:42,Debit,3769.03,USD,OffshoreBank,Banking,Debit Online at OffshoreBank,0,1.20825E+11,cvPrdMdM,,,10424.34,10192.93,0,New country & high-value transaction
TXN000570,CUST0169,Zachary,Williams,Male,Rebeccatown,BA,Andersonchester,GM,Rebeccatown,DO,4/7/2023 19:47,Debit,400.42,USD,Chase,Banking,Debit Online at Chase,1,9.37758E+11,YiJBJQMw,,,842.45,506.47,0,Transaction at unusual hour
TXN000571,CUST0017,Erika,Ford,Female,Mcdanielland,MD,Moorefurt,BY,Mcdanielland,EE,4/7/2023 23:52,Credit,3988.26,USD,Uber,Transport,Credit Online at Uber,0,5.69222E+11,rbelkats,74305761027,TgSAHNoX,7078.73,7841.3,0,New country & high-value transaction
TXN000572,CUST0019,Austin,Snyder,Male,Johnton,LC,East Jessica,PL,Mackmouth,NR,4/8/2023 3:57,Credit,925.39,USD,Apple,Electronics,Credit Online at Apple,1,2.65541E+11,qIjuFZuS,21595834858,xZcZCieE,13075.4,12517.1,1,
TXN000573,CUST0069,Terry,Williamson,Male,Port Elizabethstad,BR,South Jesse,VA,West Garystad,BR,4/8/2023 8:02,Credit,3980.89,USD,OffshoreBank,Banking,Credit Online at OffshoreBank,1,9.75136E+11,ZAgomVnm,13714060740,OvTESqlQ,3892.03,4374.86,0,New country & high-value transaction
TXN000574,CUST0031,Amber,Solomon,Female,Smithshire,MV,East Rebeccaland,MH,Smithshire,DK,4/8/2023 12:07,Credit,3735.85,USD,Shell,Fuel,Credit Online at Shell,1,2.8117E+11,lWjOJZTe,66569702470,TxeaRHJW,4317.1,3546.06,0,New country & high-value transaction
TXN000575,CUST0112,Janet,Weiss,Female,Donnaton,MY,Williamville,MG,Donnaton,SO,4/8/2023 16:12,Debit,2482.37,USD,Walmart,Retail,Debit Online at Walmart,1,6.22318E+11,JUrfdLYP,,,12068.98,12575.84,0,New country & high-value transaction
TXN000576,CUST0007,Martin,Stevenson,Male,East Chad,KI,Garciaton,GR,East Chad,SI,4/8/2023 20:17,Debit,635.88,USD,Shell,Fuel,Debit Online at Shell,0,8.09381E+11,tugmeKNM,,,5244.32,6180.52,0,Suspicious login location
TXN000577,CUST0172,Amanda,Mcdonald,Female,Garyshire,CG,Riveraton,OM,Garyshire,CG,4/9/2023 0:22,Credit,3884.25,USD,Amazon,E-commerce,Credit Online at Amazon,1,5.46757E+11,NjrWhorX,49821578104,lHWTZcqM,16081.15,17034.55,0,New country & high-value transaction
TXN000578,CUST0172,Rickey,Stone,Male,South Kristina,SV,Craigton,PG,South Kristina,SV,4/9/2023 4:27,Debit,1756.07,USD,Delta Airlines,Travel,Debit Online at Delta Airlines,0,5.39453E+11,LGQzFLkw,,,11557.41,11578.09,1,
TXN000579,CUST0120,Bill,Edwards,Male,West Jeffreychester,TD,Lake Ericshire,KG,East Amanda,ZW,4/9/2023 8:32,Credit,4057.03,USD,Apple,Electronics,Credit Online at Apple,1,8.27933E+11,byYpIjyr,56804869271,RAKVZBVK,4403.57,4347.36,0,New country & high-value transaction
TXN000580,CUST0034,David,Garcia,Male,South Casey,ME,Kaylafort,SE,South Casey,ME,4/9/2023 12:37,Credit,3019.06,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,1,4.52262E+11,cHVrzMqI,86490658188,syaBRRAo,14247.62,14423.82,0,New country & high-value transaction
TXN000581,CUST0074,Kathleen,Hurst,Female,Lake Andrewton,EC,Lake Lori,BY,Lake Andrewton,EC,4/9/2023 16:42,Credit,584.56,USD,Starbucks,Food,Credit Online at Starbucks,0,5.4805E+11,MhXzLruA,20603453346,DQthejwQ,11307.27,11242.34,1,
TXN000582,CUST0144,Keith,Johnson,Male,Port Andrewchester,YE,Lake Perryton,CF,Port Andrewchester,YE,4/9/2023 20:47,Credit,2396.63,USD,Delta Airlines,Travel,Credit Online at Delta Airlines,1,3.53713E+11,mEkCuiIf,46191785042,CtVAJbTv,6167.74,5802.24,0,New country & high-value transaction
TXN000583,CUST0069,Tammy,Young,Female,Mariestad,SM,Nicholashaven,SE,Barkerview,TL,4/10/2023 0:52,Debit,2048.81,USD,Shell,Fuel,Debit Online at Shell,1,7.61787E+11,LxDSRfwt,,,5084.4,4575.46,0,New country & high-value transaction
TXN000584,CUST0027,Janice,Morris,Female,New Alanville,VN,Gardnerland,BW,New Alanville,LI,4/10/2023 4:57,Debit,2219.68,USD,Chase,Banking,Debit Online at Chase,1,7.84351E+11,QQxxBInH,,,17744.8,18211.85,0,New country & high-value transaction
TXN000585,CUST0078,Kenneth,Parker,Male,Marvinchester,ER,Jasminemouth,CA,Marvinchester,ER,4/10/2023 9:02,Debit,575.07,USD,Hilton,Hotel,Debit Online at Hilton,0,6.51569E+11,qMVmfNRE,,,6275.92,5911.24,0,Transaction at unusual hour
TXN000586,CUST0190,Christopher,Curry,Male,West Kelsey,PK,Barkerstad,VA,Thomasview,GE,4/10/2023 13:07,Debit,4522.58,USD,Uber,Transport,Debit Online at Uber,0,2.37621E+11,kqewufHO,,,13482.75,13467.22,0,New country & high-value transaction
