statement_id,customer_name,account_number,bank_name,statement_start_date,statement_end_date,opening_balance,ending_balance,total_credits,total_debits,transaction_id,transaction_date,transaction_description,merchant_name,category,amount,balance_after,is_credit,is_debit,abs_amount,is_large_transaction,amount_to_balance_ratio,transactions_past_1_day,transactions_past_7_days,cumulative_monthly_credits,cumulative_monthly_debits,is_new_merchant,weekday,day_of_month,is_weekend,is_fraud
S245,Sarah Lee,8285,Citi,2024-01-01,2024-01-31,2393.26,662.78,898.97,2629.45,TX479,2024-01-13,salary transaction,Employer,salary,3843.45,12.4,1,0,3843.45,1,309.9556,2,2,2416.35,3578.99,1,3,13,0,0
S205,John Carter,6053,Chase,2024-01-01,2024-01-31,2572.16,3764.44,3295.39,2103.11,TX480,2024-01-02,shopping transaction,Target,shopping,-515.33,3600.28,0,1,515.33,0,0.1431,0,7,775.98,1494.68,0,4,2,0,1
S288,John Carter,2068,Wells Fargo,2024-01-01,2024-01-31,7868.64,11561.01,6849.61,3157.24,TX481,2024-01-01,coffee transaction,Starbucks,coffee,-18.36,11975.4,0,1,18.36,0,0.0015,3,3,5544.93,4383.33,1,5,1,1,1
S238,Mark Rivera,2701,Wells Fargo,2024-01-01,2024-01-31,5014.62,5500.53,1247.85,761.94,TX482,2024-01-23,groceries transaction,Grocery Mart,groceries,-573.74,5151.78,0,1,573.74,0,0.1114,4,4,1542.16,2391.53,1,5,23,1,1
S162,Sarah Lee,8624,Capital One,2024-01-01,2024-01-31,1455.55,-2428.63,2215.13,6099.31,TX483,2024-01-13,coffee transaction,Starbucks,coffee,-216.88,-2950.21,0,1,216.88,0,0.0735,2,8,7221.23,2554.03,1,2,13,0,1
S114,Alice Johnson,1158,Citi,2024-01-01,2024-01-31,6322.95,5665.87,3580.67,4237.75,TX484,2024-01-07,shopping transaction,Target,shopping,-712.82,5802.99,0,1,712.82,1,0.1228,1,2,4181.13,757.38,1,1,7,0,0
S112,Mark Rivera,9682,Citi,2024-01-01,2024-01-31,4641.25,3062.72,3520.19,5098.72,TX485,2024-01-15,shopping transaction,Target,shopping,-550.81,2414.1,0,1,550.81,0,0.2282,4,6,1521.58,7796.3,1,6,15,1,1
S242,Emily Davis,8983,Wells Fargo,2024-01-01,2024-01-31,652.68,3392.24,5620.12,2880.56,TX486,2024-01-24,shopping transaction,Amazon,shopping,294.27,3653.44,1,0,294.27,0,0.0805,1,7,7252.52,3093.61,1,5,24,1,1
S246,Vikram Rao,8779,Wells Fargo,2024-01-01,2024-01-31,4102.04,3330.24,2225.8,2997.6,TX487,2024-01-06,internet transaction,Comcast,internet,102.58,2705.59,1,0,102.58,0,0.0379,2,7,2789.38,1371.89,1,4,6,0,0
S131,John Carter,3616,Bank of America,2024-01-01,2024-01-31,5329.48,7692.08,2662.76,300.16,TX488,2024-01-27,shopping transaction,Target,shopping,-703.07,8168.1,0,1,703.07,1,0.0861,3,7,1123.63,4136.3,1,6,27,1,1
S170,Alice Johnson,9104,Wells Fargo,2024-01-01,2024-01-31,5231.17,7433.47,2588.0,385.7,TX489,2024-01-10,utilities transaction,Electric Co,utilities,-185.92,7879.48,0,1,185.92,0,0.0236,0,0,1954.85,7758.78,0,2,10,0,1
S139,John Carter,7610,Capital One,2024-01-01,2024-01-31,7291.36,6030.99,1168.39,2428.76,TX490,2024-01-10,shopping transaction,Amazon,shopping,-713.54,6705.19,0,1,713.54,1,0.1064,2,2,5681.93,5439.13,0,6,10,1,1
S242,John Carter,4823,Capital One,2024-01-01,2024-01-31,6412.11,7108.01,3789.09,3093.19,TX491,2024-01-07,atm transaction,ATM,atm,-307.72,6628.99,0,1,307.72,0,0.0464,1,1,7002.24,7376.05,1,4,7,0,1
S198,John Carter,2438,Chase,2024-01-01,2024-01-31,1312.41,1335.83,3048.81,3025.39,TX492,2024-01-14,atm transaction,ATM,atm,-28.28,1740.17,0,1,28.28,0,0.0163,1,5,3821.75,6712.13,1,1,14,0,0
S282,Mark Rivera,3312,Chase,2024-01-01,2024-01-31,4219.98,2250.18,1702.81,3672.61,TX493,2024-01-15,shopping transaction,Amazon,shopping,128.48,3021.9,1,0,128.48,0,0.0425,1,1,5182.61,4736.69,1,6,15,1,1
S283,John Carter,8594,Citi,2024-01-01,2024-01-31,5937.07,9238.24,6736.69,3435.52,TX494,2024-01-06,shopping transaction,Amazon,shopping,-355.66,9131.7,0,1,355.66,0,0.0389,3,5,5348.44,4653.78,1,1,6,0,0
S247,Priya Sharma,4725,Capital One,2024-01-01,2024-01-31,7901.3,5815.33,3541.97,5627.94,TX495,2024-01-11,gas transaction,Shell,gas,121.27,6154.77,1,0,121.27,0,0.0197,2,4,5376.03,5862.32,0,2,11,0,1
S251,Priya Sharma,2325,Bank of America,2024-01-01,2024-01-31,1341.91,658.29,6190.58,6874.2,TX496,2024-01-25,internet transaction,Comcast,internet,169.4,256.33,1,0,169.4,0,0.6609,4,8,5538.36,7317.74,0,5,25,1,1
S279,Mark Rivera,2283,Capital One,2024-01-01,2024-01-31,7926.56,5654.81,3449.61,5721.36,TX497,2024-01-07,utilities transaction,Electric Co,utilities,-459.38,6243.07,0,1,459.38,0,0.0736,3,3,2054.05,6468.99,0,2,7,0,1
S204,Sarah Lee,8223,Capital One,2024-01-01,2024-01-31,1079.62,1589.35,3283.08,2773.35,TX498,2024-01-24,internet transaction,Comcast,internet,-160.98,1948.56,0,1,160.98,0,0.0826,0,1,4650.28,5681.54,1,5,24,1,1
S238,John Carter,4695,Chase,2024-01-01,2024-01-31,7318.45,5863.48,2010.54,3465.51,TX499,2024-01-02,groceries transaction,Grocery Mart,groceries,12.29,5926.85,1,0,12.29,0,0.0021,4,8,2672.77,4192.93,0,0,2,0,1
S224,Emily Davis,1843,Capital One,2024-01-01,2024-01-31,1783.12,3626.39,5940.36,4097.09,TX500,2024-01-07,atm transaction,ATM,atm,-689.81,3172.68,0,1,689.81,1,0.2174,0,3,3731.52,4890.07,0,0,7,0,1
S163,Sarah Lee,9687,Bank of America,2024-01-01,2024-01-31,5497.99,8466.51,6802.62,3834.1,TX501,2024-01-24,shopping transaction,Amazon,shopping,66.88,8811.35,1,0,66.88,0,0.0076,1,2,3372.47,7391.48,1,4,24,0,0
S125,John Carter,4479,Citi,2024-01-01,2024-01-31,3336.9,1110.83,3242.91,5468.98,TX502,2024-01-18,utilities transaction,Electric Co,utilities,-617.71,885.92,0,1,617.71,1,0.6973,0,3,3212.01,3867.48,1,3,18,0,1
S112,Alice Johnson,3815,Wells Fargo,2024-01-01,2024-01-31,1322.95,4211.37,4094.37,1205.95,TX503,2024-01-02,coffee transaction,Starbucks,coffee,299.93,4193.51,1,0,299.93,0,0.0715,3,7,1194.21,2013.34,1,5,2,1,1
S295,John Carter,2190,Bank of America,2024-01-01,2024-01-31,912.66,242.6,2774.49,3444.55,TX504,2024-01-20,gas transaction,Shell,gas,-55.99,-392.45,0,1,55.99,0,0.1427,4,5,6191.82,4267.06,1,2,20,0,0
S179,Mark Rivera,9379,Chase,2024-01-01,2024-01-31,3707.47,4015.5,6464.15,6156.12,TX505,2024-01-21,gas transaction,Shell,gas,-486.43,3937.25,0,1,486.43,0,0.1235,4,9,6719.4,2557.68,0,0,21,0,1
S201,John Carter,9635,Capital One,2024-01-01,2024-01-31,3222.22,4388.16,6665.19,5499.25,TX506,2024-01-12,coffee transaction,Starbucks,coffee,-382.78,4750.08,0,1,382.78,0,0.0806,0,0,7543.24,5388.02,1,3,12,0,1
S283,Priya Sharma,8313,Citi,2024-01-01,2024-01-31,7196.51,10836.24,5265.79,1626.06,TX507,2024-01-15,shopping transaction,Target,shopping,285.93,10181.96,1,0,285.93,0,0.0281,1,1,3514.52,6009.85,1,3,15,0,1
S226,Mark Rivera,6028,Citi,2024-01-01,2024-01-31,2043.75,2607.05,4208.67,3645.37,TX508,2024-01-14,utilities transaction,Electric Co,utilities,-205.33,3329.08,0,1,205.33,0,0.0617,4,12,2634.79,7545.75,1,1,14,0,1
S124,Sarah Lee,9771,Bank of America,2024-01-01,2024-01-31,7647.68,5280.46,3296.83,5664.05,TX509,2024-01-10,salary transaction,Employer,salary,2004.74,5622.6,1,0,2004.74,1,0.3566,1,2,5039.15,4473.59,0,2,10,0,0
S210,Priya Sharma,7802,Citi,2024-01-01,2024-01-31,2180.69,3517.37,3627.81,2291.13,TX510,2024-01-16,atm transaction,ATM,atm,148.25,2925.45,1,0,148.25,0,0.0507,1,3,6820.55,4189.8,1,6,16,1,1
S154,Emily Davis,4624,Bank of America,2024-01-01,2024-01-31,1527.4,3132.88,2748.86,1143.38,TX511,2024-01-20,internet transaction,Comcast,internet,-371.12,2817.16,0,1,371.12,0,0.1317,3,3,4060.1,4626.74,0,1,20,0,1
S118,Emily Davis,7636,Citi,2024-01-01,2024-01-31,1380.57,-358.87,4813.82,6553.26,TX512,2024-01-10,shopping transaction,Target,shopping,240.23,382.67,1,0,240.23,0,0.6278,3,4,1342.64,7997.88,1,0,10,0,1
S162,Mark Rivera,5252,Chase,2024-01-01,2024-01-31,2582.07,-733.36,1206.75,4522.18,TX513,2024-01-15,salary transaction,Employer,salary,1897.2,-729.94,1,0,1897.2,1,2.5991,3,3,5102.09,1144.05,0,2,15,0,1
S296,Vikram Rao,1284,Capital One,2024-01-01,2024-01-31,4543.28,6309.19,7925.61,6159.7,TX514,2024-01-28,internet transaction,Comcast,internet,-368.05,6997.45,0,1,368.05,0,0.0526,2,2,6247.11,7284.79,1,1,28,0,1
S290,Vikram Rao,5025,Chase,2024-01-01,2024-01-31,3269.06,3019.86,6288.03,6537.23,TX515,2024-01-08,shopping transaction,Amazon,shopping,-210.38,2846.07,0,1,210.38,0,0.0739,4,4,1977.1,7498.17,0,3,8,0,1
S112,Vikram Rao,1418,Wells Fargo,2024-01-01,2024-01-31,3989.12,5474.26,4251.62,2766.48,TX516,2024-01-25,groceries transaction,Grocery Mart,groceries,-666.32,6175.42,0,1,666.32,1,0.1079,0,4,7118.24,5737.78,1,2,25,0,0
S138,Emily Davis,6707,Citi,2024-01-01,2024-01-31,5312.33,5537.52,2424.63,2199.44,TX517,2024-01-16,salary transaction,Employer,salary,2391.12,5078.25,1,0,2391.12,1,0.4709,0,1,3322.68,2865.62,1,5,16,1,1
S109,Vikram Rao,1073,Bank of America,2024-01-01,2024-01-31,5093.45,3302.48,4262.75,6053.72,TX518,2024-01-08,atm transaction,ATM,atm,-42.19,3053.88,0,1,42.19,0,0.0138,4,6,7269.21,1949.9,0,4,8,0,1
S291,Mark Rivera,2831,Wells Fargo,2024-01-01,2024-01-31,928.05,4403.76,5605.44,2129.73,TX519,2024-01-08,atm transaction,ATM,atm,263.94,4175.14,1,0,263.94,0,0.0632,0,3,4882.42,7911.57,1,0,8,0,1
S275,Alice Johnson,3011,Capital One,2024-01-01,2024-01-31,4137.49,7747.66,4145.59,535.42,TX520,2024-01-23,salary transaction,Employer,salary,1797.38,8487.22,1,0,1797.38,1,0.2118,0,5,6996.88,4794.84,0,0,23,0,1
S177,Emily Davis,8014,Chase,2024-01-01,2024-01-31,6496.65,12672.94,7914.62,1738.33,TX521,2024-01-28,coffee transaction,Starbucks,coffee,234.45,12298.65,1,0,234.45,0,0.0191,2,3,4911.72,3990.71,0,3,28,0,0
S223,Sarah Lee,3125,Bank of America,2024-01-01,2024-01-31,6896.31,3036.46,1884.74,5744.59,TX522,2024-01-08,gas transaction,Shell,gas,60.0,2560.49,1,0,60.0,0,0.0234,2,7,2552.07,886.19,1,3,8,0,0
S110,John Carter,3650,Bank of America,2024-01-01,2024-01-31,1675.03,4068.16,3596.54,1203.41,TX523,2024-01-12,salary transaction,Employer,salary,2213.81,3991.32,1,0,2213.81,1,0.5547,0,1,1634.22,2099.78,0,5,12,1,1
S269,Priya Sharma,6103,Bank of America,2024-01-01,2024-01-31,519.1,-2428.67,1150.97,4098.74,TX524,2024-01-01,atm transaction,ATM,atm,-288.71,-3183.19,0,1,288.71,0,0.0907,2,5,4297.71,2799.16,1,5,1,1,1
S205,Alice Johnson,5536,Bank of America,2024-01-01,2024-01-31,1620.04,1007.6,1042.58,1655.02,TX525,2024-01-18,groceries transaction,Grocery Mart,groceries,-714.89,1456.54,0,1,714.89,1,0.4908,3,8,5237.36,3553.08,0,1,18,0,1
S254,Alice Johnson,4717,Capital One,2024-01-01,2024-01-31,889.79,325.22,1956.46,2521.03,TX526,2024-01-25,coffee transaction,Starbucks,coffee,182.87,1071.63,1,0,182.87,0,0.1706,1,1,7670.68,4990.49,1,4,25,0,0
S121,Priya Sharma,1330,Capital One,2024-01-01,2024-01-31,7696.17,6693.56,2117.22,3119.83,TX527,2024-01-04,coffee transaction,Starbucks,coffee,-458.23,7227.23,0,1,458.23,0,0.0634,2,7,2723.11,4817.84,0,5,4,1,0
S278,Mark Rivera,1060,Chase,2024-01-01,2024-01-31,1018.36,217.15,2702.14,3503.35,TX528,2024-01-01,atm transaction,ATM,atm,-63.58,587.55,0,1,63.58,0,0.1082,3,9,7298.25,2919.35,1,5,1,1,0
S189,Priya Sharma,2899,Citi,2024-01-01,2024-01-31,4505.65,6755.77,5781.99,3531.87,TX529,2024-01-27,coffee transaction,Starbucks,coffee,-356.79,6327.11,0,1,356.79,0,0.0564,1,4,6460.27,3304.6,1,4,27,0,1
S118,Mark Rivera,7801,Capital One,2024-01-01,2024-01-31,4785.57,2863.06,1159.83,3082.34,TX530,2024-01-01,coffee transaction,Starbucks,coffee,42.52,3276.36,1,0,42.52,0,0.013,0,1,1298.34,1388.73,0,1,1,0,1
S149,John Carter,1822,Chase,2024-01-01,2024-01-31,1479.82,8868.69,7810.55,421.68,TX531,2024-01-08,groceries transaction,Grocery Mart,groceries,247.58,8967.85,1,0,247.58,0,0.0276,1,4,5208.65,1135.46,1,4,8,0,1
S255,Sarah Lee,4545,Capital One,2024-01-01,2024-01-31,4959.08,5877.04,4410.54,3492.58,TX532,2024-01-24,shopping transaction,Amazon,shopping,-479.52,5509.19,0,1,479.52,0,0.087,1,4,4531.29,6382.66,0,2,24,0,1
S186,Vikram Rao,2938,Bank of America,2024-01-01,2024-01-31,7758.61,1470.87,528.63,6816.37,TX533,2024-01-17,gas transaction,Shell,gas,-763.0,1963.33,0,1,763.0,1,0.3886,4,4,5610.14,3858.78,1,1,17,0,0
S271,Vikram Rao,2178,Bank of America,2024-01-01,2024-01-31,6855.91,8075.16,3944.84,2725.59,TX534,2024-01-08,salary transaction,Employer,salary,3508.22,8443.54,1,0,3508.22,1,0.4155,2,10,4680.79,3619.71,0,6,8,1,0
S231,Sarah Lee,2296,Wells Fargo,2024-01-01,2024-01-31,6203.82,4845.0,4485.33,5844.15,TX535,2024-01-01,coffee transaction,Starbucks,coffee,243.93,4522.04,1,0,243.93,0,0.0539,3,5,7571.29,4561.15,0,6,1,1,1
S197,Emily Davis,8571,Bank of America,2024-01-01,2024-01-31,4181.61,1563.7,4046.94,6664.85,TX536,2024-01-09,groceries transaction,Grocery Mart,groceries,101.4,1648.58,1,0,101.4,0,0.0615,3,5,7336.6,7427.76,0,6,9,1,1
S132,Emily Davis,3476,Citi,2024-01-01,2024-01-31,2531.09,-180.28,1789.61,4500.98,TX537,2024-01-28,salary transaction,Employer,salary,3590.79,216.48,1,0,3590.79,1,16.5872,4,5,3807.99,2886.66,1,3,28,0,0
S214,Priya Sharma,7858,Wells Fargo,2024-01-01,2024-01-31,7286.05,10165.41,5420.38,2541.02,TX538,2024-01-06,coffee transaction,Starbucks,coffee,-153.9,10364.6,0,1,153.9,0,0.0148,1,2,1943.51,1865.88,0,6,6,1,1
S101,Sarah Lee,5289,Chase,2024-01-01,2024-01-31,4162.99,11404.08,7584.86,343.77,TX539,2024-01-27,internet transaction,Comcast,internet,146.84,10705.2,1,0,146.84,0,0.0137,2,6,7398.5,1143.59,1,0,27,0,0
S193,Mark Rivera,1028,Bank of America,2024-01-01,2024-01-31,4307.85,8408.81,7580.97,3480.01,TX540,2024-01-22,gas transaction,Shell,gas,158.4,8116.56,1,0,158.4,0,0.0195,2,6,6170.64,4001.33,1,5,22,1,1
S275,Alice Johnson,7033,Chase,2024-01-01,2024-01-31,4548.77,5900.67,5580.18,4228.28,TX541,2024-01-19,atm transaction,ATM,atm,-482.02,6475.26,0,1,482.02,0,0.0744,1,2,6871.17,1381.72,1,4,19,0,1
S120,Emily Davis,3196,Bank of America,2024-01-01,2024-01-31,5060.15,7891.89,6567.33,3735.59,TX542,2024-01-20,gas transaction,Shell,gas,-513.05,8589.29,0,1,513.05,0,0.0597,4,5,3671.54,539.68,1,3,20,0,1
S185,Priya Sharma,7034,Bank of America,2024-01-01,2024-01-31,4214.15,1590.69,3668.0,6291.46,TX543,2024-01-24,gas transaction,Shell,gas,-55.06,1111.65,0,1,55.06,0,0.0495,3,4,806.19,4068.78,1,3,24,0,1
S142,Emily Davis,6885,Wells Fargo,2024-01-01,2024-01-31,1415.94,3209.09,6504.76,4711.61,TX544,2024-01-21,utilities transaction,Electric Co,utilities,-539.0,3215.78,0,1,539.0,0,0.1676,3,9,2480.97,6167.23,1,2,21,0,1
S147,John Carter,3090,Capital One,2024-01-01,2024-01-31,6711.24,8012.75,1780.6,479.09,TX545,2024-01-22,atm transaction,ATM,atm,-778.31,8293.8,0,1,778.31,1,0.0938,2,2,2232.12,4607.97,1,3,22,0,1
S186,Vikram Rao,2303,Capital One,2024-01-01,2024-01-31,3290.44,857.58,2209.89,4642.75,TX546,2024-01-28,groceries transaction,Grocery Mart,groceries,-114.96,809.39,0,1,114.96,0,0.142,1,1,2839.08,1173.73,0,6,28,1,1
S270,Priya Sharma,2683,Bank of America,2024-01-01,2024-01-31,1925.03,-4197.02,777.4,6899.45,TX547,2024-01-04,salary transaction,Employer,salary,1993.09,-4154.79,1,0,1993.09,1,0.4797,4,4,2519.07,3075.25,1,2,4,0,1
S278,Alice Johnson,1516,Wells Fargo,2024-01-01,2024-01-31,5611.98,3656.14,2357.41,4313.25,TX548,2024-01-18,groceries transaction,Grocery Mart,groceries,39.62,3280.7,1,0,39.62,0,0.0121,1,5,7756.89,1069.33,0,3,18,0,1
S187,Alice Johnson,3922,Bank of America,2024-01-01,2024-01-31,2305.57,38.46,3952.46,6219.57,TX549,2024-01-15,internet transaction,Comcast,internet,-56.6,156.58,0,1,56.6,0,0.3615,0,2,5508.97,2809.69,0,2,15,0,1
S129,Mark Rivera,8702,Capital One,2024-01-01,2024-01-31,7798.69,9890.58,5756.11,3664.22,TX550,2024-01-15,atm transaction,ATM,atm,134.06,9558.64,1,0,134.06,0,0.014,3,4,3599.68,7634.04,0,0,15,0,1
S194,Priya Sharma,5023,Capital One,2024-01-01,2024-01-31,7811.92,13866.05,7639.24,1585.11,TX551,2024-01-24,atm transaction,ATM,atm,82.64,13561.13,1,0,82.64,0,0.0061,1,3,7075.22,1671.22,0,1,24,0,1
S269,Vikram Rao,9099,Chase,2024-01-01,2024-01-31,5242.06,7832.74,4331.96,1741.28,TX552,2024-01-09,groceries transaction,Grocery Mart,groceries,-390.65,8092.89,0,1,390.65,0,0.0483,1,3,1217.31,4982.84,0,5,9,1,1
S251,Sarah Lee,1659,Chase,2024-01-01,2024-01-31,7810.08,10923.98,5194.01,2080.11,TX553,2024-01-09,utilities transaction,Electric Co,utilities,-33.48,11048.47,0,1,33.48,0,0.003,3,7,5556.63,2885.84,0,2,9,0,0
S236,Mark Rivera,4709,Wells Fargo,2024-01-01,2024-01-31,4382.01,4953.77,6905.75,6333.99,TX554,2024-01-18,internet transaction,Comcast,internet,-413.71,5608.55,0,1,413.71,0,0.0738,1,3,3196.45,5196.88,1,4,18,0,1
S112,Priya Sharma,7245,Wells Fargo,2024-01-01,2024-01-31,636.08,-3781.03,1313.63,5730.74,TX555,2024-01-27,atm transaction,ATM,atm,245.76,-3634.5,1,0,245.76,0,0.0676,4,10,1121.8,2067.4,0,4,27,0,1
S271,Emily Davis,9204,Bank of America,2024-01-01,2024-01-31,1855.47,5702.99,6583.26,2735.74,TX556,2024-01-11,utilities transaction,Electric Co,utilities,-370.9,5005.02,0,1,370.9,0,0.0741,4,10,772.36,5156.79,1,4,11,0,0
S276,Sarah Lee,4977,Chase,2024-01-01,2024-01-31,3812.43,5816.48,3448.37,1444.32,TX557,2024-01-18,gas transaction,Shell,gas,184.52,5489.91,1,0,184.52,0,0.0336,4,5,5971.81,4425.0,0,0,18,0,1
S229,Vikram Rao,1814,Bank of America,2024-01-01,2024-01-31,573.79,1983.16,3839.42,2430.05,TX558,2024-01-01,shopping transaction,Amazon,shopping,-483.4,1972.79,0,1,483.4,0,0.245,0,2,6208.72,7736.23,0,1,1,0,1
S285,Sarah Lee,5261,Wells Fargo,2024-01-01,2024-01-31,773.74,-5104.05,971.09,6848.88,TX559,2024-01-20,utilities transaction,Electric Co,utilities,-202.0,-5870.32,0,1,202.0,0,0.0344,4,10,2749.9,1743.42,1,5,20,1,1
S125,Sarah Lee,4060,Wells Fargo,2024-01-01,2024-01-31,1410.24,3142.59,5106.18,3373.83,TX560,2024-01-14,shopping transaction,Amazon,shopping,-285.47,3403.75,0,1,285.47,0,0.0839,1,1,3676.93,3042.07,1,6,14,1,1
S175,Priya Sharma,8703,Chase,2024-01-01,2024-01-31,6467.56,6247.82,2826.41,3046.15,TX561,2024-01-21,utilities transaction,Electric Co,utilities,-364.64,6879.71,0,1,364.64,0,0.053,1,5,1565.39,3000.77,0,3,21,0,0
S211,John Carter,3275,Citi,2024-01-01,2024-01-31,6950.87,11927.92,5304.15,327.1,TX562,2024-01-02,shopping transaction,Amazon,shopping,-394.43,12181.26,0,1,394.43,0,0.0324,0,3,5639.16,5038.18,0,5,2,1,1
S196,Priya Sharma,6443,Bank of America,2024-01-01,2024-01-31,4388.91,5799.33,5079.19,3668.77,TX563,2024-01-07,shopping transaction,Target,shopping,-790.95,5383.81,0,1,790.95,1,0.1469,2,7,4685.78,1699.72,0,6,7,1,1
S126,Priya Sharma,5281,Citi,2024-01-01,2024-01-31,4912.73,8923.04,7675.16,3664.85,TX564,2024-01-26,gas transaction,Shell,gas,-128.51,9527.06,0,1,128.51,0,0.0135,1,2,1444.77,2937.17,0,6,26,1,1
S150,John Carter,4689,Bank of America,2024-01-01,2024-01-31,564.36,-2408.22,1799.86,4772.44,TX565,2024-01-22,salary transaction,Employer,salary,2264.62,-2039.96,1,0,2264.62,1,1.1101,0,6,567.72,2058.7,0,2,22,0,0
S101,John Carter,8690,Chase,2024-01-01,2024-01-31,5117.57,2963.22,4663.46,6817.81,TX566,2024-01-22,coffee transaction,Starbucks,coffee,267.13,2194.13,1,0,267.13,0,0.1217,1,3,5503.32,2607.7,1,5,22,1,1
S199,Alice Johnson,8698,Chase,2024-01-01,2024-01-31,3232.56,7648.05,4784.99,369.5,TX567,2024-01-28,salary transaction,Employer,salary,3726.74,8093.78,1,0,3726.74,1,0.4604,3,5,3945.71,5840.29,0,0,28,0,1
S195,Alice Johnson,5230,Wells Fargo,2024-01-01,2024-01-31,7605.38,5855.86,3252.97,5002.49,TX568,2024-01-10,gas transaction,Shell,gas,-216.82,6401.35,0,1,216.82,0,0.0339,0,7,3192.21,7733.7,0,4,10,0,1
S164,Mark Rivera,7361,Wells Fargo,2024-01-01,2024-01-31,2182.7,-727.46,3118.27,6028.43,TX569,2024-01-20,groceries transaction,Grocery Mart,groceries,-729.11,-1206.43,0,1,729.11,1,0.6044,4,9,4083.56,960.92,1,3,20,0,1
S240,Alice Johnson,2378,Wells Fargo,2024-01-01,2024-01-31,5621.41,6263.91,1268.42,625.92,TX570,2024-01-19,salary transaction,Employer,salary,3971.13,6208.38,1,0,3971.13,1,0.6396,1,5,4081.25,6440.74,0,2,19,0,1
S149,Vikram Rao,7651,Citi,2024-01-01,2024-01-31,6464.92,7685.52,6234.96,5014.36,TX571,2024-01-26,utilities transaction,Electric Co,utilities,-466.62,8123.97,0,1,466.62,0,0.0574,2,3,4555.39,3656.81,0,3,26,0,1
S268,Mark Rivera,4025,Citi,2024-01-01,2024-01-31,1597.08,4133.52,3527.71,991.27,TX572,2024-01-16,salary transaction,Employer,salary,1891.85,3745.65,1,0,1891.85,1,0.5051,2,4,2446.51,7930.76,1,3,16,0,1
S279,Sarah Lee,5161,Chase,2024-01-01,2024-01-31,3277.75,3904.4,3063.78,2437.13,TX573,2024-01-23,shopping transaction,Amazon,shopping,-416.33,3987.67,0,1,416.33,0,0.1044,2,5,5620.9,7084.35,0,6,23,1,1
S115,Sarah Lee,6195,Chase,2024-01-01,2024-01-31,7428.43,8341.05,1849.86,937.24,TX574,2024-01-20,utilities transaction,Electric Co,utilities,-564.05,7843.28,0,1,564.05,0,0.0719,3,6,7946.7,3894.16,1,6,20,1,0
S121,John Carter,5407,Bank of America,2024-01-01,2024-01-31,7544.46,14166.14,7486.63,864.95,TX575,2024-01-28,shopping transaction,Target,shopping,-269.15,13736.64,0,1,269.15,0,0.0196,3,5,1565.17,4010.53,0,0,28,0,0
S235,John Carter,8325,Citi,2024-01-01,2024-01-31,7961.33,14143.14,6629.64,447.83,TX576,2024-01-09,coffee transaction,Starbucks,coffee,-68.12,13633.52,0,1,68.12,0,0.005,2,8,2938.45,4844.35,1,1,9,0,0
S121,John Carter,5092,Capital One,2024-01-01,2024-01-31,4203.49,-638.12,626.92,5468.53,TX577,2024-01-15,shopping transaction,Target,shopping,-641.66,-23.56,0,1,641.66,1,27.2351,2,2,6633.31,591.41,0,5,15,1,1
S227,Sarah Lee,6498,Capital One,2024-01-01,2024-01-31,663.08,-3217.44,2751.64,6632.16,TX578,2024-01-17,coffee transaction,Starbucks,coffee,-50.61,-2625.03,0,1,50.61,0,0.0193,2,3,7451.18,6358.52,0,1,17,0,1
S256,Sarah Lee,8610,Citi,2024-01-01,2024-01-31,4369.68,-726.95,1456.97,6553.6,TX579,2024-01-12,gas transaction,Shell,gas,-326.43,-1459.03,0,1,326.43,0,0.2237,4,4,1215.82,4063.98,0,4,12,0,0
S279,Mark Rivera,3168,Bank of America,2024-01-01,2024-01-31,1596.25,-207.77,4930.28,6734.3,TX580,2024-01-14,shopping transaction,Amazon,shopping,-613.94,48.87,0,1,613.94,1,12.5627,2,5,5100.09,3824.11,1,0,14,0,1
S139,Mark Rivera,9665,Wells Fargo,2024-01-01,2024-01-31,5303.7,8187.02,4116.64,1233.32,TX581,2024-01-03,internet transaction,Comcast,internet,-504.89,7743.64,0,1,504.89,0,0.0652,1,2,5844.57,7324.62,0,4,3,0,1
S290,John Carter,8638,Citi,2024-01-01,2024-01-31,827.75,4749.42,7471.31,3549.64,TX582,2024-01-26,utilities transaction,Electric Co,utilities,140.22,5531.12,1,0,140.22,0,0.0254,1,5,4765.74,5534.33,0,6,26,1,1
S134,Vikram Rao,3294,Citi,2024-01-01,2024-01-31,5845.38,6790.17,2284.67,1339.88,TX583,2024-01-05,coffee transaction,Starbucks,coffee,-193.96,7167.0,0,1,193.96,0,0.0271,1,3,5851.12,6098.17,1,2,5,0,0
S228,Sarah Lee,5845,Citi,2024-01-01,2024-01-31,3162.1,3708.69,2284.9,1738.31,TX584,2024-01-13,internet transaction,Comcast,internet,-110.89,3933.38,0,1,110.89,0,0.0282,2,5,6263.18,4410.96,1,0,13,0,1
S109,Emily Davis,4364,Bank of America,2024-01-01,2024-01-31,2671.6,3103.29,1369.69,938.0,TX585,2024-01-27,internet transaction,Comcast,internet,207.66,3759.21,1,0,207.66,0,0.0552,0,8,7310.1,3115.79,0,2,27,0,1
S263,Priya Sharma,3582,Bank of America,2024-01-01,2024-01-31,7854.99,11721.97,5189.67,1322.69,TX586,2024-01-20,salary transaction,Employer,salary,3526.07,11087.05,1,0,3526.07,1,0.318,1,9,5346.13,6545.88,1,3,20,0,1
